productId,review_count,avg_sentiment,final_sentiment
B000EY3OJ6,1,0.0,neutral
B000EYNE82,1,-1.0,negative
B000EZOP1G,1,1.0,positive
B000F0DW1Y,1,0.0,neutral
B000F0JOVG,1,-1.0,negative
B000F1WAMU,1,-1.0,negative
B000F4GPP0,1,1.0,positive
B000F6UX8I,1,0.0,neutral
B000F959NO,1,0.0,neutral
B000F9Z1WI,1,-1.0,negative
B000F9Z1XM,1,-1.0,negative
B000F9Z1ZK,1,1.0,positive
B000FA38ZY,1,1.0,positive
B000FA3912,1,1.0,positive
B000FAGFCM,1,1.0,positive
B000FBOAO6,1,-1.0,negative
B000FD78R0,1,1.0,positive
B000FDKQCY,1,-1.0,negative
B000FDMLWW,1,-1.0,negative
B000FDP5TI,1,1.0,positive
B000FFIL60,1,1.0,positive
B000FFLTDM,1,-1.0,negative
B000FFQ23Y,1,1.0,positive
B000FGXT34,1,-1.0,negative
B000FIP7X2,1,1.0,positive
B000FIWIWU,1,-1.0,negative
B000FIWNWK,1,0.0,neutral
B000FL22DM,1,1.0,positive
B000FL54AA,1,-1.0,negative
B000FMZO8G,1,1.0,positive
B000FNADGI,1,1.0,positive
B000FNB3AI,2,-1.0,negative
B000FNEZGM,1,0.0,neutral
B000FNH1C2,1,0.0,neutral
B000FPGYTG,1,0.0,neutral
B000FPGYTQ,1,1.0,positive
B000FPJ6QO,1,0.0,neutral
B000FPKZRI,1,-1.0,negative
B000FPM22O,1,-1.0,negative
B000FPM2NS,1,-1.0,negative
B000FSPQTM,1,-1.0,negative
B000FSRN7U,1,-1.0,negative
B000FVBYCW,1,1.0,positive
B000FVW4OY,1,-1.0,negative
B000FW0NIC,1,1.0,positive
B000G2UUOS,1,1.0,positive
B000G6O2S4,1,1.0,positive
B000G6RYNE,1,0.0,neutral
B000G7V3N0,1,1.0,positive
B000G7VYWA,1,0.0,neutral
B000GAT6MM,1,-1.0,negative
B000GAZ0QI,1,-1.0,negative
B000GB7PXS,1,1.0,positive
B000GB7RV8,1,0.0,neutral
B000GBJ7X4,1,0.0,neutral
B000GFYRIA,1,0.0,neutral
B000GFYRJE,1,1.0,positive
B000GG0BOI,1,1.0,positive
B000GKEYT2,1,-1.0,negative
B000GPXRS6,1,-1.0,negative
B000GQ80TQ,1,-1.0,negative
B000GQQ7GO,1,-1.0,negative
B000GW6786,1,1.0,positive
B000GW67KY,1,-1.0,negative
B000H0ZJHW,1,1.0,positive
B000H1217M,1,1.0,positive
B000H23ZF8,1,1.0,positive
B000H27LBC,1,-1.0,negative
B000H6TTDQ,1,1.0,positive
B000H7EE1M,1,1.0,positive
B000H7FZ3S,1,-1.0,negative
B000H7MHIO,1,-1.0,negative
B000HB9TOA,1,1.0,positive
B000HCMRF2,1,-1.0,negative
B000HDKZK0,1,0.0,neutral
B000HDKZKU,1,-1.0,negative
B000HGC988,1,1.0,positive
B000HTDFCE,1,1.0,positive
B000I077PI,1,1.0,positive
B000I48STS,1,-1.0,negative
B000I4T8YW,1,0.0,neutral
B000I5NAI6,1,-1.0,negative
B000IHNCQO,1,-1.0,negative
B000ILA5RO,1,-1.0,negative
B000ILIHA6,1,1.0,positive
B000IZGBW8,1,1.0,positive
B000J2TID4,1,0.0,neutral
B000JJVBAU,1,0.0,neutral
B000JLJEPW,1,-1.0,negative
B000JOE224,1,1.0,positive
B000JVABGI,1,1.0,positive
B000K2GM0U,1,1.0,positive
B000K8R320,1,-1.0,negative
B000KEIYYA,1,-1.0,negative
B000KFVAF4,1,1.0,positive
B000KFXEWQ,1,1.0,positive
B000KSPX7C,1,0.0,neutral
B000KV61FC,1,-1.0,negative
B000KV7ZGQ,2,-1.0,negative
B000LG4BWG,1,-1.0,negative
B000LJDPM0,1,1.0,positive
B000LKTSZM,1,-1.0,negative
B000LKTZ96,1,-1.0,negative
B000LKU16C,1,1.0,positive
B000LKU3DI,1,-1.0,negative
B000LKU3K6,2,0.0,negative
B000LKU7ZW,1,1.0,positive
B000LKU874,1,1.0,positive
B000LKV4GS,1,-1.0,negative
B000LKV6F2,1,-1.0,negative
B000LKVSDM,1,-1.0,negative
B000LKWXA4,1,1.0,positive
B000LKXBL4,2,0.0,negative
B000LKXJEI,2,0.0,negative
B000LKXPD8,1,0.0,neutral
B000LKYS8E,1,-1.0,negative
B000LKYYT2,1,1.0,positive
B000LKZ93W,1,1.0,positive
B000LKZLPS,1,-1.0,negative
B000LO40AG,1,1.0,positive
B000LQORES,1,0.0,neutral
B000LQTTVY,1,1.0,positive
B000LR2OTW,1,0.0,neutral
B000LR7QIG,1,1.0,positive
B000LUC9DK,1,-1.0,negative
B000M7S6A2,1,1.0,positive
B000M9O604,1,0.0,neutral
B000MJHOQW,1,-1.0,negative
B000MPDRWQ,1,0.0,neutral
B000MQVM5O,1,0.0,neutral
B000MUK2Q0,1,1.0,positive
B000MXENEY,1,0.0,neutral
B000MXGMCK,1,-1.0,negative
B000MXVFWM,1,1.0,positive
B000N30EC8,1,1.0,positive
B000N36VB6,1,1.0,positive
B000N5ZHNW,1,-1.0,negative
B000NBWO1E,1,-1.0,negative
B000NMDVN8,1,0.0,neutral
B000NNQVES,1,-1.0,negative
B000NU8H0C,1,1.0,positive
B000O7V3QO,1,0.0,neutral
B000OH57ZW,1,0.0,neutral
B000OMJWXU,1,0.0,neutral
B000OQ2DJQ,3,0.3333333333333333,positive
B000OQ2DL4,1,1.0,positive
B000OUNXXW,1,0.0,neutral
B000P0TYJ8,1,0.0,neutral
B000P54HZY,1,1.0,positive
B000P650ZE,1,1.0,positive
B000PDWBKO,1,1.0,positive
B000PDY3HI,1,1.0,positive
B000PDY3P0,4,0.25,positive
B000Q2X284,1,0.0,neutral
B000Q75354,1,1.0,positive
B000Q7535Y,1,1.0,positive
B000QSN7P6,1,1.0,positive
B000RE93ZC,1,-1.0,negative
B000RE96FY,1,-1.0,negative
B000RHXHDS,1,1.0,positive
B000RI1W8E,3,-0.3333333333333333,negative
B000RQTLYS,1,1.0,positive
B000S4GCNM,1,1.0,positive
B000S9IGV8,1,-1.0,negative
B000SARZ64,1,-1.0,negative
B000SARZ9Q,1,1.0,positive
B000SAVWR2,2,-0.5,negative
B000SDKDM4,1,0.0,neutral
B000SQIE0E,2,0.0,negative
B000SU201O,1,1.0,positive
B000T7ZKK4,1,-1.0,negative
B000TUET26,1,1.0,positive
B000UBD88A,1,1.0,positive
B000UGXWPE,1,-1.0,negative
B000UGXWQ8,1,-1.0,negative
B000UJREH8,1,0.0,neutral
B000UODYHW,1,0.0,neutral
B000UOHJ6O,1,1.0,positive
B000V17MLS,1,-1.0,negative
B000V1RBRS,1,1.0,positive
B000V6L2BY,1,1.0,positive
B000V7710O,1,-1.0,negative
B000V78TDM,1,1.0,positive
B000V9LQB2,1,0.0,neutral
B000V9PH4O,1,-1.0,negative
B000VH3ZYU,1,1.0,positive
B000VJYTZM,2,-1.0,negative
B000VK4K2S,2,0.5,neutral
B000VK8AVK,3,0.3333333333333333,neutral
B000VK8HCW,1,1.0,positive
B000VKA6GC,1,1.0,positive
B000VKADQK,2,-0.5,negative
B000VKADSS,1,0.0,neutral
B000VTQB6W,2,1.0,positive
B000VTRI32,1,-1.0,negative
B000VVT9IC,1,1.0,positive
B000VVY0XG,1,-1.0,negative
B000W7T4Y4,1,0.0,neutral
B000W7TCS2,1,-1.0,negative
B000WED03I,1,0.0,neutral
B000WFKWDI,1,-1.0,negative
B000WFLWEG,1,0.0,neutral
B000WFPJIG,1,0.0,neutral
B000WFPN82,1,-1.0,negative
B000WFS9G0,1,-1.0,negative
B000WFUL3E,1,-1.0,negative
B000WLXMVQ,2,0.5,neutral
B000WVY4PE,1,1.0,positive
B000WVYB8Y,1,0.0,neutral
B000X1F9XY,1,-1.0,negative
B000X1L3D4,1,-1.0,negative
B000X24IV2,1,0.0,neutral
B000X9K3DC,1,1.0,positive
B000YSQ9GC,1,-1.0,negative
B000YSRK7E,2,0.0,negative
B000YSS7EO,2,1.0,positive
B000YSTGGW,1,-1.0,negative
B000YSTIL0,1,1.0,positive
B000YVBP36,1,0.0,neutral
B000Z3IQ3U,1,-1.0,negative
B000Z91YTC,1,1.0,positive
B00106WYPM,1,1.0,positive
B0010UOGWM,2,0.0,negative
B001181NBA,1,1.0,positive
B00120VWSQ,1,-1.0,negative
B00126AOA2,1,-1.0,negative
B0012BSMHY,1,0.0,neutral
B0012BUR6S,1,-1.0,negative
B0012BUR8Q,1,-1.0,negative
B0012HEVUA,1,-1.0,negative
B0012KIBD0,1,-1.0,negative
B0012NUVN0,1,-1.0,negative
B0012V1G0Y,3,-0.3333333333333333,negative
B0012W1TQE,1,1.0,positive
B0012XBD7I,2,-0.5,negative
B0012XGKNU,1,-1.0,negative
B001396HQS,1,0.0,neutral
B001397WYY,1,-1.0,negative
B00139ZPKM,3,-0.3333333333333333,negative
B0013E7C0S,1,1.0,positive
B0013ENGXK,1,1.0,positive
B0013NUGDE,6,0.3333333333333333,positive
B0013QRY18,1,1.0,positive
B0013QRY22,1,1.0,positive
B00141OX52,1,-1.0,negative
B00141QYSQ,1,-1.0,negative
B00141SO7A,1,-1.0,negative
B00141UC9I,1,0.0,neutral
B0014ATRV8,1,-1.0,negative
B0014AUJII,1,-1.0,negative
B0014AWBS4,1,1.0,positive
B0014B0HWK,1,-1.0,negative
B0014C2IW6,1,1.0,positive
B0014DUUFC,1,-1.0,negative
B0014GM4US,1,-1.0,negative
B0014GZDY2,1,0.0,neutral
B0014X5O1C,1,-1.0,negative
B0015DLN1G,1,-1.0,negative
B00164X9SE,1,1.0,positive
B001652KR4,1,1.0,positive
B001652NBM,1,-1.0,negative
B0016687F2,2,0.0,neutral
B00166D8TW,1,-1.0,negative
B0016FY6H6,2,1.0,positive
B001706V82,1,1.0,positive
B0017129AU,1,1.0,positive
B00171417O,1,-1.0,negative
B001717U9U,1,0.0,neutral
B0017I753O,1,1.0,positive
B0017JFYW2,1,-1.0,negative
B0017L3NBE,1,0.0,neutral
B0017OLLGK,1,1.0,positive
B0017SWABG,1,1.0,positive
B00188S3PM,1,-1.0,negative
B00188VHNM,1,-1.0,negative
B0018AD7QK,1,1.0,positive
B0018CJYTC,1,-1.0,negative
B0018CLLKC,1,-1.0,negative
B0018KLPFK,1,-1.0,negative
B0018KR8V0,1,1.0,positive
B0018QNL3I,1,-1.0,negative
B0018QYMOA,1,1.0,positive
B00193WZQE,1,0.0,neutral
B00196P9OQ,1,1.0,positive
B001992MQQ,1,1.0,positive
B0019BI5KG,1,-1.0,negative
B0019D3WPC,1,1.0,positive
B0019FEOYS,1,-1.0,negative
B001AHJ2D8,1,1.0,positive
B001AIQP8M,1,-1.0,negative
B001AJ1ULS,1,-1.0,negative
B001AS04SE,1,0.0,neutral
B001AS1A4Q,1,0.0,neutral
B001BCVY4W,1,0.0,neutral
B001BCXTGS,1,1.0,positive
B001BDDTB2,2,-0.5,negative
B001BDI0QQ,1,-1.0,negative
B001BDI0RK,1,-1.0,negative
B001BLXRPC,1,-1.0,negative
B001BM3C0Q,1,-1.0,negative
B001BM4RC8,2,0.0,neutral
B001BOQ3QY,1,-1.0,negative
B001BOQ3SW,1,1.0,positive
B001BORBMY,1,-1.0,negative
B001BOVE54,1,0.0,neutral
B001BOXBAA,1,-1.0,negative
B001BS4G6O,2,0.0,negative
B001C351OO,1,-1.0,negative
B001CGTN3G,1,-1.0,negative
B001CPQPXI,1,1.0,positive
B001CU0N4A,1,0.0,neutral
B001CU0N7C,1,-1.0,negative
B001CU0N9K,1,-1.0,negative
B001CW8JIK,1,0.0,neutral
B001D09KAM,1,0.0,neutral
B001D0DMME,2,-1.0,negative
B001D0DMMY,1,0.0,neutral
B001D0GV5E,1,-1.0,negative
B001D0IZ4O,1,-1.0,negative
B001D0IZBM,1,-1.0,negative
B001D0IZBW,1,0.0,neutral
B001D9JC0G,2,0.0,negative
B001D9ZV5G,1,1.0,positive
B001DXRSX0,1,-1.0,negative
B001E0TBA0,1,1.0,positive
B001E18K8S,1,1.0,positive
B001E1ZKPO,1,1.0,positive
B001E50R4Y,1,0.0,neutral
B001E5305C,1,0.0,neutral
B001E530FM,1,-1.0,negative
B001E55Z46,1,1.0,positive
B001E55ZQO,1,-1.0,negative
B001E5DRJG,1,1.0,positive
B001E5DXEU,1,1.0,positive
B001E5E08I,1,1.0,positive
B001E5E0CO,1,1.0,positive
B001E5E0D8,2,0.0,negative
B001E5E25Y,1,-1.0,negative
B001E5E34E,1,0.0,neutral
B001E6EE4C,1,0.0,neutral
B001E6K6GW,2,1.0,positive
B001E6KBJ4,1,-1.0,negative
B001ELL3LE,1,-1.0,negative
B001ELL4X6,1,-1.0,negative
B001EO5P92,1,1.0,positive
B001EO5PI8,1,0.0,neutral
B001EO5RYK,1,1.0,positive
B001EO5S0I,1,1.0,positive
B001EO5S6M,1,0.0,neutral
B001EO5SBW,1,1.0,positive
B001EO5TJ8,1,1.0,positive
B001EO5U3I,1,-1.0,negative
B001EO5Y8Y,1,-1.0,negative
B001EO605K,1,1.0,positive
B001EO6140,1,0.0,neutral
B001EO630W,1,1.0,positive
B001EO69P6,1,-1.0,negative
B001EO6AVY,1,-1.0,negative
B001EO6DQ6,2,0.5,neutral
B001EO6ESS,1,1.0,positive
B001EO772A,1,1.0,positive
B001EO7E3W,1,0.0,neutral
B001EO7LKI,1,-1.0,negative
B001EPPIPW,1,-1.0,negative
B001EPPYH4,1,-1.0,negative
B001EPQ09K,1,0.0,neutral
B001EQ4DC0,1,1.0,positive
B001EQ4H7G,1,-1.0,negative
B001EQ4ICA,2,0.0,negative
B001EQ4IMA,1,-1.0,negative
B001EQ4LEA,1,1.0,positive
B001EQ55RW,3,0.3333333333333333,neutral
B001EQ55ZO,5,0.2,neutral
B001EYUE6G,1,1.0,positive
B001FA1E7M,1,1.0,positive
B001FCFYU8,1,0.0,neutral
B001FSJCPK,1,0.0,neutral
B001G7PK4M,1,0.0,neutral
B001G7QFEQ,1,1.0,positive
B001G8RNPU,1,-1.0,negative
B001GCTTRQ,1,1.0,positive
B001GVIS8S,1,1.0,positive
B001GVIUX6,1,-1.0,negative
B001H0FI22,1,0.0,neutral
B001HTG3IQ,1,1.0,positive
B001HTJ49G,1,-1.0,negative
B001HTKOWC,1,0.0,neutral
B001HXLSUU,1,1.0,positive
B001IA3S1Y,1,1.0,positive
B001IZG730,1,1.0,positive
B001IZHSWO,1,1.0,positive
B001IZI0RG,1,0.0,neutral
B001IZIBQG,1,-1.0,negative
B001IZJR78,1,0.0,neutral
B001J9QBU4,1,0.0,neutral
B001JJYZ1Q,1,-1.0,negative
B001JU81ZG,1,1.0,positive
B001JYU0BK,1,-1.0,negative
B001KQAR24,1,0.0,neutral
B001KUOH26,1,-1.0,negative
B001KUQINM,1,1.0,positive
B001KUSLGY,1,1.0,positive
B001KUVTM2,1,-1.0,negative
B001KUWFPC,1,-1.0,negative
B001KVPBS4,1,1.0,positive
B001KWXK36,1,-1.0,negative
B001KZ2T12,1,0.0,neutral
B001L1EIFU,1,-1.0,negative
B001LFEUCM,1,-1.0,negative
B001LG940E,4,-0.5,negative
B001LG945O,1,0.0,neutral
B001LGGH40,2,0.0,negative
B001LNTY70,3,0.0,negative
B001LNZG9U,1,0.0,neutral
B001LQPW3C,1,1.0,positive
B001M050CU,1,-1.0,negative
B001M074LA,1,0.0,neutral
B001M0G1XW,1,1.0,positive
B001MOQI0Y,1,-1.0,negative
B001NC8HQS,1,-1.0,negative
B001NCJX1Q,1,-1.0,negative
B001NXHY8Y,1,1.0,positive
B001NXM3GM,1,1.0,positive
B001O023FK,1,-1.0,negative
B001O2F64I,1,0.0,neutral
B001O2F6B6,1,-1.0,negative
B001OCBT3U,1,-1.0,negative
B001OCBTEY,1,0.0,neutral
B001OCKIBY,1,-1.0,negative
B001ONPMN2,1,1.0,positive
B001P05K7M,1,0.0,neutral
B001P1YWWK,1,-1.0,negative
B001P2PRUA,1,-1.0,negative
B001P74NXM,1,1.0,positive
B001PICX42,1,1.0,positive
B001PMC3O8,1,1.0,positive
B001PMC3QG,1,-1.0,negative
B001PMDYT6,1,0.0,neutral
B001PMDYZA,1,-1.0,negative
B001Q9EFVY,2,-0.5,negative
B001QEEXCK,1,0.0,neutral
B001RJ1FAW,1,-1.0,negative
B001RVE87M,1,-1.0,negative
B001RVFEP2,1,-1.0,negative
B001RVFERK,2,0.0,negative
B001SAXPEO,3,-1.0,negative
B001SIRU42,1,0.0,neutral
B001SITWC0,2,0.0,neutral
B001SIXXWU,1,1.0,positive
B001SIY3EC,1,0.0,neutral
B001SIY5NQ,1,1.0,positive
B001STPJJO,1,0.0,neutral
B001TLY7A8,1,-1.0,negative
B001U8CED2,1,-1.0,negative
B001UHQRQS,1,-1.0,negative
B001ULH7P4,1,-1.0,negative
B001VIWUHG,1,1.0,positive
B001VIY8BW,1,1.0,positive
B001VJ0B0I,4,0.25,positive
B001VJ5838,1,1.0,positive
B001VNGOF0,1,-1.0,negative
B001VNO0FG,1,-1.0,negative
B001XWNDEY,1,-1.0,negative
B00206AIK4,1,1.0,positive
B0020MP09M,1,-1.0,negative
B00213ERI0,1,1.0,positive
B00213IAUQ,1,1.0,positive
B00248EE4O,1,1.0,positive
B00250U9BI,1,0.0,neutral
B0025UC2DQ,1,1.0,positive
B0025UCGLO,2,-0.5,negative
B0026K6XB2,1,1.0,positive
B0026KPDG8,1,0.0,neutral
B0026LFEXY,1,1.0,positive
B0026LJQHE,1,1.0,positive
B0026LQW4Y,1,1.0,positive
B0026RQTGE,2,1.0,positive
B0026WL13U,1,-1.0,negative
B00275OCO6,1,0.0,neutral
B0027E2M7Q,1,1.0,positive
B0027ETYTU,1,-1.0,negative
B0027UYT4O,2,-1.0,negative
B0027Z8VES,1,1.0,positive
B00283H2HQ,1,1.0,positive
B0028PDEYO,1,1.0,positive
B0028W3DQQ,1,-1.0,negative
B00295EM12,1,0.0,neutral
B0029JIBAG,1,1.0,positive
B0029JVD0Q,1,-1.0,negative
B0029JW85U,1,1.0,positive
B0029K0HBG,1,-1.0,negative
B0029K5536,1,1.0,positive
B0029NGY4M,1,-1.0,negative
B0029NIGMA,1,-1.0,negative
B0029NIIKK,1,-1.0,negative
B0029NIPSA,1,1.0,positive
B0029NISMI,1,-1.0,negative
B0029NMDJM,2,0.0,negative
B0029NSE3G,1,-1.0,negative
B0029NV9EC,1,1.0,positive
B0029NVJ4M,1,1.0,positive
B0029NVJNI,1,1.0,positive
B0029NVNY8,1,1.0,positive
B0029O10P4,2,0.5,neutral
B0029PTJSS,1,0.0,neutral
B0029XBV0E,1,1.0,positive
B0029XDZKI,2,0.0,negative
B0029XLH4Y,3,0.0,negative
B0029ZAOW8,1,1.0,positive
B002AN8GXS,1,0.0,neutral
B002ANE43Y,1,0.0,neutral
B002AQP5IE,1,1.0,positive
B002AQP5MK,1,1.0,positive
B002AU3K1E,1,-1.0,negative
B002AYEBQI,1,-1.0,negative
B002BB8POY,1,1.0,positive
B002C1WE5O,1,1.0,positive
B002C37TM0,1,1.0,positive
B002C50XEO,1,-1.0,negative
B002CJCEQA,1,-1.0,negative
B002CTJKPI,1,1.0,positive
B002DHTWNO,1,-1.0,negative
B002DLXXHG,1,-1.0,negative
B002DMOWP2,1,-1.0,negative
B002E8NHDI,1,1.0,positive
B002EZHSN6,1,-1.0,negative
B002FX2IOQ,1,0.0,neutral
B002GJ9JY6,2,0.0,negative
B002GQ6OEM,1,-1.0,negative
B002GUUBS8,1,-1.0,negative
B002GWFAXW,1,-1.0,negative
B002GZVKSI,1,-1.0,negative
B002HFPW6I,1,0.0,neutral
B002HFQUR8,1,-1.0,negative
B002HFRA9K,1,1.0,positive
B002HFWNAQ,1,-1.0,negative
B002IEVJRY,1,-1.0,negative
B002IEZJMA,7,-0.42857142857142855,negative
B002IFO1DM,1,-1.0,negative
B002J9EUFG,1,0.0,neutral
B002J9HQKC,1,0.0,neutral
B002JEYY9I,1,1.0,positive
B002JG5TVS,1,1.0,positive
B002JIO0RU,1,0.0,neutral
B002LANN56,7,0.5714285714285714,positive
B002LMUQ36,1,-1.0,negative
B002LN1ME2,1,0.0,neutral
B002LN3K6K,1,-1.0,negative
B002N7DSNE,1,1.0,positive
B002N7OCGQ,1,1.0,positive
B002NHYQAS,1,0.0,neutral
B002OFU84M,1,1.0,positive
B002OFUBJO,2,0.0,negative
B002OFZMPW,2,-0.5,negative
B002OG1L4W,1,-1.0,negative
B002OG1NUO,1,1.0,positive
B002OK6E6I,1,1.0,positive
B002PB0RBO,1,-1.0,negative
B002Q7RMWE,1,0.0,neutral
B002QWHJOU,1,1.0,positive
B002QWP89S,2,1.0,positive
B002QWP8H0,1,1.0,positive
B002R8J7YS,1,-1.0,negative
B002R8SLUY,1,0.0,neutral
B002RSVOLM,1,-1.0,negative
B002S2XR3U,1,1.0,positive
B002T0IHPO,1,0.0,neutral
B002T0NXK8,1,0.0,neutral
B002TM5458,1,-1.0,negative
B002TMV3GC,1,-1.0,negative
B002TN49F8,1,0.0,neutral
B002UL1HWW,1,-1.0,negative
B002UX1TY6,1,1.0,positive
B002WDXGJK,1,0.0,neutral
B002YJ0118,3,1.0,positive
B002YR7A78,1,1.0,positive
B002Z040PO,1,1.0,positive
B002ZJSWO0,1,0.0,neutral
B002ZNW346,1,1.0,positive
B00305L330,1,1.0,positive
B0030C7N1E,1,-1.0,negative
B0030F70HI,2,-1.0,negative
B0030F70LO,1,-1.0,negative
B0030FGMFY,1,-1.0,negative
B0030VBQOK,1,-1.0,negative
B0030VBRCG,2,0.5,neutral
B0030VBSBG,1,1.0,positive
B0030VJ70K,1,1.0,positive
B0030VJ79Q,2,1.0,positive
B0030VJ818,2,1.0,positive
B0030VJ8E0,2,0.0,negative
B0030VJ8YU,1,-1.0,negative
B0030VJ97Q,1,-1.0,negative
B00315WGNK,1,-1.0,negative
B003185UA8,1,1.0,positive
B0031U9UZC,1,-1.0,negative
B0032AM8IM,1,1.0,positive
B0032CB15Q,1,1.0,positive
B0032CJPOK,1,-1.0,negative
B0033GMSTY,1,-1.0,negative
B0033HPPIO,2,0.5,neutral
B0033HPPIY,1,-1.0,negative
B0034EDM2W,2,0.5,neutral
B0034KP00S,1,-1.0,negative
B00355HR5S,1,-1.0,negative
B00356BOKQ,1,0.0,neutral
B00356FSAS,1,-1.0,negative
